sales_map_rows;Year;Month;Region;Division;State;City;Customer;Address;Longitude;Latitude;SalesChannel;Market_Segment;Sales
997;2014;December;Midwest;East North Central;OH;Miamisburg;Carolann Consalvo;15 N Heincke Rd;-84.26;39.64;Sales Channel 4;Sports Drinks;77450.48622
998;2014;December;Midwest;East North Central;OH;Miamisburg;Sabine Rebera;8240 Springboro Pike;-84.22;39.63;Sales Channel 3;Infusions;81323.01053
999;2014;December;Midwest;East North Central;OH;Middleburg Heights;Brittanie Threets;18070 Bagley Rd;-81.83;41.37;Sales Channel 2;Infusions;85389.16105
1000;2014;December;Midwest;East North Central;OH;Middlefield;Courtney Hanzel;15551 Kinsman Rd;-81.07;41.46;Sales Channel 2;Sports Drinks;89658.61911
1001;2014;December;Midwest;East North Central;OH;Middletown;Phung Kazmierski;3209 S Main St;-84.42;39.48;Sales Channel 2;Softdrinks;94141.55006
1002;2014;December;Midwest;East North Central;OH;Milford;Chi Steffenhagen;990 Lila Ave;-84.28;39.17;Sales Channel 2;Infusions;98848.62756
1003;2014;December;Midwest;East North Central;OH;Mogadore;Liliana Fulkerson;3868 Mogadore Rd;-81.4;41.05;Sales Channel 2;Infusions;103791.0589
1004;2014;December;Midwest;East North Central;OH;Monroe;Dori Fillinger;101 Garver Rd;-84.34;39.44;Sales Channel 2;Softdrinks;108980.6119
1005;2014;December;Midwest;East North Central;OH;Mt Gilead;Lavette Boothe;6220 Oh 95;-82.71;40.49;Sales Channel 4;Infusions;15636
1006;2014;December;Midwest;East North Central;OH;Mt Gilead;Margaretta Biava;535 W Marion St;-82.85;40.55;Sales Channel 1;Softdrinks;16417.8
1007;2014;December;Midwest;East North Central;OH;Mt Orab;Whitney Mallegni;560 N High St;-83.92;39.04;Sales Channel 3;Juices;17238.69
1008;2014;December;Midwest;East North Central;OH;Nelsonville;Theressa Feast;21 Watkins St;-82.23;39.46;Sales Channel 4;Infusions;18100.6245
1009;2014;December;Midwest;East North Central;OH;New Lebanon;Lucilla Lowery;350 W Main St;-84.39;39.75;Sales Channel 2;Softdrinks;19005.65573
1010;2014;December;Midwest;East North Central;OH;Newark;Lorina Domenice;1335 N 21st St;-82.43;40.08;Sales Channel 3;Infusions;19955.93851
1011;2014;December;Midwest;East North Central;OH;Newark;Renae Crisp;21 S 3rd St;-82.4;40.06;Sales Channel 4;Juices;20953.73544
1012;2014;December;Midwest;East North Central;OH;North Canton;Ellyn Spera;6855 Sunset Strip Ave Nw;-81.43;40.88;Sales Channel 2;Sports Drinks;22001.42221
1013;2014;December;Midwest;East North Central;OH;North Canton;Jeanie Halburnt;2628 Easton St;-81.33;40.87;Sales Channel 1;Infusions;23101.49332
1014;2014;December;Midwest;East North Central;OH;North Olmsted;Novella Vandevander;27322 Lorain Rd;-81.92;41.42;Sales Channel 3;Sports Drinks;24256.56799
1015;2014;December;Midwest;East North Central;OH;North Ridgeville;Jermaine Kinaj;32528 Lorain Rd;-81.98;41.38;Sales Channel 2;Juices;25469.39638
1016;2014;December;Midwest;East North Central;OH;North Ridgeville;Maynard Hayton;35900 Center Ridge Rd;-82.02;41.39;Sales Channel 1;Juices;26742.8662
1017;2014;December;Midwest;East North Central;OH;North Royalton;Holli Marsolek;5304 Royalton Rd;-81.72;41.31;Sales Channel 2;Infusions;28080.00951
1018;2014;December;Midwest;East North Central;OH;Northfield;Darcie Bertovich;10333 Northfield Rd;-81.53;41.34;Sales Channel 3;Softdrinks;29484.00999
1019;2014;December;Midwest;East North Central;OH;Norwalk;Dione Bencosme;199 Milan Ave;-82.61;41.26;Sales Channel 4;Softdrinks;30958.21049
1020;2014;December;Midwest;East North Central;OH;Oak Hill;Ofelia Gath;197 Jackson St;-82.57;38.9;Sales Channel 2;Sports Drinks;32506.12101
1021;2014;December;Midwest;East North Central;OH;Oberlin;Reita Guida;265 S Main St;-82.22;41.29;Sales Channel 3;Infusions;15636
1022;2014;December;Midwest;East North Central;OH;Obetz;Lucila Muckelroy;5090 Groveport Rd;-82.94;39.87;Sales Channel 2;Sports Drinks;16417.8
1023;2014;December;Midwest;East North Central;OH;Oregon;Royce Carvel;2908 Navarre Ave;-83.48;41.64;Sales Channel 1;Softdrinks;17238.69
1024;2014;December;Midwest;East North Central;OH;Oxford;Victorina Santopietro;601 S Locust St;-84.75;39.5;Sales Channel 2;Infusions;18100.6245
1025;2014;December;Midwest;East North Central;OH;Painesville;Dawna Manderscheid;95 Richmond St;-81.25;41.72;Sales Channel 2;Sports Drinks;19005.65573
1026;2014;December;Midwest;East North Central;OH;Parma;Clementine Boesenberg;10400 W Sprague Rd;-81.76;41.35;Sales Channel 1;Softdrinks;19955.93851
1027;2014;December;Midwest;East North Central;OH;Parma;Dwight Maloy;5301 Pearl Rd;-81.73;41.42;Sales Channel 1;Softdrinks;20953.73544
1028;2014;December;Midwest;East North Central;OH;Parma;Sherilyn Corrington;7505 Day Dr;-81.74;41.38;Sales Channel 1;Softdrinks;22001.42221
1029;2014;December;Midwest;East North Central;OH;Parma Heights;Joana Speegle;6421 Pearl Rd;-81.77;41.39;Sales Channel 1;Juices;23101.49332
1030;2014;December;Midwest;East North Central;OH;Parma Heights;Joana Speegle;6421 Pearl Rd;-81.77;41.39;Sales Channel 1;Sports Drinks;24256.56799
1031;2014;December;Midwest;East North Central;OH;Pataskala;Lisandra Grosland;67 W Broad St;-82.68;40;Sales Channel 3;Juices;25469.39638
1032;2014;December;Midwest;East North Central;OH;Pataskala;Lisandra Grosland;67 W Broad St;-82.68;40;Sales Channel 3;Sports Drinks;26742.8662
1033;2014;December;Midwest;East North Central;OH;Pataskala;Yulanda Killingbeck;103 Etna Crest Blvd;-82.68;39.95;Sales Channel 3;Sports Drinks;25405.72289
1034;2014;December;Midwest;East North Central;OH;Paulding;Lacresha Delfino;911 N Williams St;-84.58;41.15;Sales Channel 2;Juices;26676.00904
1035;2014;December;Midwest;East North Central;OH;Peebles;Ernest Seiber;2811 Measley Ridge Rd;-83.42;38.93;Sales Channel 4;Juices;28009.80949
1036;2014;December;Midwest;East North Central;OH;Perrysburg;Demetra Goan;3430 Libbey Rd;-83.46;41.52;Sales Channel 4;Softdrinks;29410.29996
1037;2014;December;Midwest;East North Central;OH;Piqua;Althea Saggione;955 E Ash St;-84.22;40.15;Sales Channel 3;Softdrinks;30880.81496
1038;2014;December;Midwest;East North Central;OH;Piqua;Lindsey Swimmer;1546 Covington;-84.27;40.14;Sales Channel 4;Juices;32424.85571
1039;2014;December;Midwest;East North Central;OH;Poland;Rosalyn Fure;1110 Boardman Poland Rd;-80.63;41.02;Sales Channel 2;Sports Drinks;34046.0985
1040;2014;December;Midwest;East North Central;OH;Port Clinton;Arden Osdoba;18 NE Catawba Rd;-82.86;41.52;Sales Channel 2;Infusions;35748.40342
1041;2014;December;Midwest;East North Central;OH;Port Clinton;Arden Osdoba;18 NE Catawba Rd;-82.86;41.52;Sales Channel 2;Softdrinks;37535.82359
1042;2014;December;Midwest;East North Central;OH;Port Clinton;Temika Rigatti;1700 E Perry St;-82.92;41.51;Sales Channel 2;Softdrinks;39412.61477
1043;2014;December;Midwest;East North Central;OH;Portsmouth;Ernest Kocsis;2624 Gallia St;-82.97;38.74;Sales Channel 3;Juices;15636
1044;2014;December;Midwest;East North Central;OH;Portsmouth;Nick Dartt;4587 Old Scioto Trl;-82.98;38.79;Sales Channel 2;Juices;16417.8
1045;2014;December;Midwest;East North Central;OH;Powell;Devona Dasso;3942 Attucks Dr;-83.09;40.15;Sales Channel 2;Softdrinks;17238.69
1046;2014;December;Midwest;East North Central;OH;Ravenna;Ivy Mead;418 W Main St;-81.25;41.16;Sales Channel 2;Infusions;18100.6245
1047;2014;December;Midwest;East North Central;OH;Ravenna;Ivy Mead;418 W Main St;-81.25;41.16;Sales Channel 2;Sports Drinks;19005.65573
1048;2014;December;Midwest;East North Central;OH;Reynoldsburg;Iluminada Oshman;6323 E Main St;-82.83;39.95;Sales Channel 4;Infusions;19955.93851
1049;2014;December;Midwest;East North Central;OH;Rio Grande;Maurice Kaea;109 State Route 325 N;-82.38;38.88;Sales Channel 3;Juices;20953.73544
1050;2014;December;Midwest;East North Central;OH;Rossford;Genie Harkey;835 Lime City Rd;-83.57;41.59;Sales Channel 3;Juices;22001.42221
1051;2014;December;Midwest;East North Central;OH;Salem;Nadene Wolk;1892 E State St;-80.83;40.9;Sales Channel 2;Infusions;23101.49332
1052;2014;December;Midwest;East North Central;OH;Sandusky;Valencia Lorenc;908 W Perkins Ave;-82.71;41.43;Sales Channel 3;Softdrinks;24256.56799
1053;2014;December;Midwest;East North Central;OH;Seaman;Lewis Keigley;17111 Sr 247;-83.57;38.93;Sales Channel 2;Juices;25469.39638
1054;2014;December;Midwest;East North Central;OH;Seville;Deja Alcorn;6074 Speedway Dr;-81.91;41.03;Sales Channel 2;Infusions;26742.8662
1055;2014;December;Midwest;East North Central;OH;Sharonville;Shondra Speaks;3900 Hauck Road;-84.4;39.29;Sales Channel 1;Juices;28080.00951
1056;2014;December;Midwest;East North Central;OH;Shelby;Jannet Lockhart;151 Mansfield Ave;-82.65;40.87;Sales Channel 2;Softdrinks;29484.00999
1057;2014;December;Midwest;East North Central;OH;South Bloomfield;Roderick Dowdle;5056 S Walnut St;-82.99;39.71;Sales Channel 2;Sports Drinks;30958.21049
1058;2014;December;Midwest;East North Central;OH;South Euclid;Aaron Kasparek;4500 Mayfield Rd;-81.52;41.52;Sales Channel 2;Sports Drinks;32506.12101
1059;2014;December;Midwest;East North Central;OH;South Point;Debora Loftus;354 Private Road 288 Suite 2 [WM];-82.52;38.41;Sales Channel 4;Infusions;15636
1060;2014;December;Midwest;East North Central;OH;Springboro;Shantel Mcbrearty;775 W Central Ave;-84.26;39.56;Sales Channel 3;Juices;16417.8
1061;2014;December;Midwest;East North Central;OH;Springfield;Elna Shimonishi;2994 Derr Rd;-83.79;39.97;Sales Channel 4;Infusions;17238.69
1062;2014;December;Midwest;East North Central;OH;Springfield;Elna Shimonishi;2994 Derr Rd;-83.79;39.97;Sales Channel 4;Softdrinks;18100.6245
1063;2014;December;Midwest;East North Central;OH;Springfield;Jarrod Fane;1160 Upper Valley Pike;-83.85;39.94;Sales Channel 2;Sports Drinks;19005.65573
1064;2014;December;Midwest;East North Central;OH;St Clairsville;Sherman Tasso;50739 Valley Plaza Dr [WM];-80.86;40.08;Sales Channel 4;Sports Drinks;19955.93851
1065;2014;December;Midwest;East North Central;OH;St Clairsville;Taryn Mcmorran;67891 Mall Rd;-80.86;40.07;Sales Channel 3;Infusions;20953.73544
1066;2014;December;Midwest;East North Central;OH;St. Marys;Cleo Cliatt;1206 Indiana Ave;-84.4;40.55;Sales Channel 1;Softdrinks;22001.42221
1067;2014;December;Midwest;East North Central;OH;Steubenville;Marchelle Jenson;2106 Sunset Boulevard;-80.64;40.37;Sales Channel 3;Infusions;23101.49332
1068;2014;December;Midwest;East North Central;OH;Stow;Deedra Petway;5020 Darrow Rd;-81.44;41.2;Sales Channel 2;Sports Drinks;24256.56799
1069;2014;December;Midwest;East North Central;OH;Stow;Jack Delamora;712 E Steels Corners Rd;-81.48;41.18;Sales Channel 2;Sports Drinks;25469.39638
1070;2014;December;Midwest;East North Central;OH;Stow;Verlie Bravender;4346 Kent Rd;-81.41;41.16;Sales Channel 2;Sports Drinks;26742.8662
1071;2014;December;Midwest;East North Central;OH;Streetsboro;Sabra Blackbum;9439 Oh 14;-81.35;41.24;Sales Channel 2;Juices;25405.72289
1072;2014;December;Midwest;East North Central;OH;Streetsboro;Sabra Blackbum;9439 Oh 14;-81.35;41.24;Sales Channel 2;Sports Drinks;26676.00904
1073;2014;December;Midwest;East North Central;OH;Strongsville;Georgie Mcaleer;764 Southpark Ctr;-81.82;41.31;Sales Channel 4;Juices;28009.80949
1074;2014;December;Midwest;East North Central;OH;Sunbury;Cecile Melia;85 N Miller Dr;-82.87;40.25;Sales Channel 3;Juices;29410.29996
1075;2014;December;Midwest;East North Central;OH;Sylvania;Barney Bothner;5810 W Alexis Rd;-83.68;41.72;Sales Channel 2;Infusions;30880.81496
1076;2014;December;Midwest;East North Central;OH;The Plains;Simona Lopresto;80 N Plains Rd;-82.13;39.37;Sales Channel 2;Sports Drinks;32424.85571
1077;2014;December;Midwest;East North Central;OH;Toledo;Hermelinda Urioste;567 E Manhattan Blvd;-83.53;41.69;Sales Channel 3;Softdrinks;34046.0985
1078;2014;December;Midwest;East North Central;OH;Toledo;Larisa Bengtson;1405 S Byrne Rd;-83.63;41.61;Sales Channel 1;Softdrinks;35748.40342
1079;2014;December;Midwest;East North Central;OH;Toledo;Leoma Hottle;1727 W Laskey Rd;-83.59;41.71;Sales Channel 3;Sports Drinks;37535.82359
1080;2014;December;Midwest;East North Central;OH;Toledo;Maggie Brondyke;36 N Reynolds Rd;-83.66;41.64;Sales Channel 3;Infusions;39412.61477
1081;2014;December;Midwest;East North Central;OH;Toledo;Marielle Kendle;1540 Broadway St;-83.56;41.63;Sales Channel 1;Sports Drinks;15636
1082;2014;December;Midwest;East North Central;OH;Toledo;Myrle Spaugh;7159 W Central Ave;-83.71;41.67;Sales Channel 1;Infusions;16417.8
1083;2014;December;Midwest;East North Central;OH;Toledo;Myrle Spaugh;7159 W Central Ave;-83.71;41.67;Sales Channel 1;Sports Drinks;17238.69
1084;2014;December;Midwest;East North Central;OH;Toledo;Natalie Milling;3005 N Holland Sylvania Rd;-83.68;41.67;Sales Channel 1;Juices;18100.6245
1085;2014;December;Midwest;East North Central;OH;Toledo;Reva Gotthelf;5057 Monroe St;-83.64;41.7;Sales Channel 4;Softdrinks;19005.65573
1086;2014;December;Midwest;East North Central;OH;Toledo;Tamesha Stoutamyer;1225 Collingwood Blvd;-83.56;41.65;Sales Channel 2;Sports Drinks;19955.93851
1087;2014;December;Midwest;East North Central;OH;Toledo;Vikki Duttweiler;1205 W Sylvania Ave;-83.57;41.69;Sales Channel 4;Infusions;20953.73544
1088;2014;December;Midwest;East North Central;OH;Toledo;Vikki Duttweiler;1205 W Sylvania Ave;-83.57;41.69;Sales Channel 4;Softdrinks;22001.42221
1089;2014;December;Midwest;East North Central;OH;Toledo;Wanetta Noens;3138 Secor Rd;-83.62;41.68;Sales Channel 3;Infusions;23101.49332
1090;2014;December;Midwest;East North Central;OH;Toledo;Wilton Troike;90 Main St;-83.52;41.65;Sales Channel 1;Sports Drinks;24256.56799
1091;2014;December;Midwest;East North Central;OH;Toledo;Zofia Farrell;3008 Monroe St;-83.57;41.66;Sales Channel 2;Softdrinks;25469.39638
1092;2014;December;Midwest;East North Central;OH;Toronto;Brandie Canty;1850 Franklin St;-80.62;40.45;Sales Channel 3;Infusions;26742.8662
1093;2014;December;Midwest;East North Central;OH;Twinsburg;Altha Kennan;2533 E Aurora Rd;-81.45;41.31;Sales Channel 2;Juices;28080.00951
1094;2014;December;Midwest;East North Central;OH;University Heights;Yajaira Spillman;2224 Warrensville Center Rd;-81.54;41.5;Sales Channel 2;Infusions;29484.00999
1095;2014;December;Midwest;East North Central;OH;Van Wert;Felton Nette;1162 N Shannon;-84.6;40.86;Sales Channel 2;Juices;30958.21049
1096;2014;December;Midwest;East North Central;OH;Van Wert;Kathern Melcher;101 Christopher Crossing;-84.58;40.89;Sales Channel 2;Infusions;32506.12101
1097;2014;December;Midwest;East North Central;OH;Vermilion;Lavonna Umphlett;4783 Liberty Ave;-82.35;41.42;Sales Channel 3;Sports Drinks;15636
1098;2014;December;Midwest;East North Central;OH;Wadsworth;Shellie Knights;920 High St;-81.73;41.05;Sales Channel 1;Sports Drinks;16417.8
1099;2014;December;Midwest;East North Central;OH;Wapakoneta;Numbers Gerken;1376 Bellefontaine St;-84.18;40.56;Sales Channel 2;Juices;17238.69
1100;2014;December;Midwest;East North Central;OH;Warren;Desire Kupetz;595 South St Se;-80.81;41.23;Sales Channel 2;Juices;18100.6245
1101;2014;December;Midwest;East North Central;OH;Warren;Jacki Macisaac;2487 Parkman Rd Nw;-80.85;41.25;Sales Channel 1;Infusions;19005.65573
1102;2014;December;Midwest;East North Central;OH;Warren;Jama Roblodowski;4291 Mahoning Ave Nw;-80.84;41.28;Sales Channel 2;Infusions;19955.93851
1103;2014;December;Midwest;East North Central;OH;Warren;Roseanne Felten;162 North Rd Ne;-80.77;41.24;Sales Channel 1;Juices;20953.73544
1104;2014;December;Midwest;East North Central;OH;Waynesville;Antony Ventrone;355 S Main St;-84.09;39.53;Sales Channel 4;Softdrinks;22001.42221
1105;2014;December;Midwest;East North Central;OH;Wellington;Katrina Gayden;800 N Main St;-82.22;41.18;Sales Channel 3;Sports Drinks;23101.49332
1106;2014;December;Midwest;East North Central;OH;West Chester;Coy Lugardo;9160 Allen Rd;-84.43;39.33;Sales Channel 4;Sports Drinks;24256.56799
1107;2014;December;Midwest;East North Central;OH;West Chester;Shirely Stifel;9142 Cincinnati Columbus Rd [WM];-84.37;39.32;Sales Channel 3;Juices;25469.39638
1108;2014;December;Midwest;East North Central;OH;West Jefferson;Maxie Echenique;285 E Main St;-83.26;39.94;Sales Channel 4;Infusions;26742.8662
1109;2014;December;Midwest;East North Central;OH;West Milton;Ella Levison;127 N Miami St;-84.33;39.96;Sales Channel 4;Juices;25405.72289
1110;2014;December;Midwest;East North Central;OH;West Union;Leonida Zukas;11325 Oh 41;-83.57;38.78;Sales Channel 3;Juices;26676.00904
1111;2014;December;Midwest;East North Central;OH;Westerville;Daisey Krall;905 N State St;-82.92;40.15;Sales Channel 2;Sports Drinks;28009.80949
1112;2014;December;Midwest;East North Central;OH;Westerville;Keshia Kathman;40 N Cleveland Ave;-82.95;40.12;Sales Channel 4;Sports Drinks;29410.29996
1113;2014;December;Midwest;East North Central;OH;Westerville;Tessie Paulik;4435 Executive Pky;-82.9;40.08;Sales Channel 1;Juices;30880.81496
1114;2014;December;Midwest;East North Central;OH;Wickliffe;Haley Paliotta;28711 Euclid Ave;-81.48;41.6;Sales Channel 1;Infusions;32424.85571
1115;2014;December;Midwest;East North Central;OH;Willowick;Demetrius Walkowski;31115 Vine St;-81.47;41.64;Sales Channel 1;Infusions;34046.0985
1116;2014;December;Midwest;East North Central;OH;Wilmington;Brynn Bechtel;5843 Sthy 68 N;-83.85;39.52;Sales Channel 2;Infusions;35748.40342
1117;2014;December;Midwest;East North Central;OH;Wilmington;Lenard Capaccino;1272 Rombach Rd;-83.81;39.45;Sales Channel 2;Softdrinks;37535.82359
1118;2014;December;Midwest;East North Central;OH;Woodlawn;Marietta Sprau;10573 Springfield Pike;-84.47;39.26;Sales Channel 4;Sports Drinks;39412.61477
1119;2014;December;Midwest;East North Central;OH;Woodmere;Ranae Marwick;27570 Chagrin Blvd;-81.48;41.46;Sales Channel 2;Softdrinks;15636
1120;2014;December;Midwest;East North Central;OH;Woodville;Sixta Troop;924 W Main St;-83.37;41.45;Sales Channel 2;Juices;16417.8
1121;2014;December;Midwest;East North Central;OH;Wooster;Kam Dumlao;540 Beall Ave;-81.93;40.8;Sales Channel 2;Infusions;17238.69
1122;2014;December;Midwest;East North Central;OH;Xenia;Cherise Roderick;1645 N Detroit Steet;-83.93;39.71;Sales Channel 3;Softdrinks;18100.6245
1123;2014;December;Midwest;East North Central;OH;Youngstown;Elly Granata;3630 Belmont Ave;-80.67;41.15;Sales Channel 2;Sports Drinks;19005.65573
1124;2014;December;Midwest;East North Central;OH;Youngstown;Leanna Hidinger;691 Mccartney Rd;-80.59;41.09;Sales Channel 3;Softdrinks;19955.93851
1125;2014;December;Midwest;East North Central;OH;Youngstown;Shannan Degraffenried;601 E Midlothian Blvd;-80.64;41.06;Sales Channel 2;Infusions;20953.73544
1126;2014;December;Midwest;East North Central;OH;Youngstown;Sharri Ryhal;2525 Market St;-80.66;41.07;Sales Channel 2;Infusions;22001.42221
1127;2014;December;Midwest;East North Central;OH;Youngstown;Yvette Renzullo;3034 Mahoning Ave;-80.7;41.1;Sales Channel 2;Softdrinks;23101.49332
1128;2014;December;Midwest;East North Central;OH;Zanesville;Annabell Sarani;1638 Maysville Ave;-82.01;39.91;Sales Channel 2;Juices;24256.56799
1129;2014;December;Midwest;East North Central;OH;Zanesville;Annabell Sarani;1638 Maysville Ave;-82.01;39.91;Sales Channel 2;Sports Drinks;25469.39638
1130;2014;December;Midwest;East North Central;OH;Zanesville;Violet Gulbransen;4995 East Pike;-81.9;39.97;Sales Channel 3;Sports Drinks;26742.8662
1131;2014;December;Midwest;East North Central;WI;Amery;Graciela Shapard;100 Power St;-92.37;45.3;Sales Channel 4;Softdrinks;28080.00951
1132;2014;December;Midwest;East North Central;WI;Antigo;Deirdre Castells;2115 Neva Rd;-89.15;45.16;Sales Channel 3;Juices;29484.00999
1133;2014;December;Midwest;East North Central;WI;Appleton;Bronwyn Kreitzer;2001 S Kensington Dr;-88.36;44.24;Sales Channel 2;Juices;30958.21049
1134;2014;December;Midwest;East North Central;WI;Appleton;Gerry Clain;3320 N Ballard Rd;-88.37;44.29;Sales Channel 2;Softdrinks;32506.12101
1135;2014;December;Midwest;East North Central;WI;Appleton;Shaneka Morten;4301 W Wisconsin Ave;-88.47;44.27;Sales Channel 1;Softdrinks;15636
1136;2014;December;Midwest;East North Central;WI;Arcadia;Hayley Belardo;310 Nelson Dr;-91.47;44.25;Sales Channel 2;Softdrinks;16417.8
1137;2014;December;Midwest;East North Central;WI;Ashland;Lara Batman;720 W Lake Shore Dr;-90.89;46.59;Sales Channel 4;Juices;17238.69
1138;2014;December;Midwest;East North Central;WI;Baraboo;Carrol Simenson;1200 Wisconsin Dells Pky;-89.79;43.6;Sales Channel 4;Juices;18100.6245
1139;2014;December;Midwest;East North Central;WI;Barron;Fran Drilling;360 E Division Ave;-91.85;45.4;Sales Channel 3;Infusions;19005.65573
1140;2014;December;Midwest;East North Central;WI;Beaver Dam;Charis Ellis;1639 N Spring St;-88.82;43.47;Sales Channel 2;Juices;19955.93851
1141;2014;December;Midwest;East North Central;WI;Beaver Dam;Jessie Locus;840 Park Ave;-88.82;43.46;Sales Channel 4;Infusions;20953.73544
1142;2014;December;Midwest;East North Central;WI;Belgium;Junior Nolf;107 Lakeview Dr;-87.83;43.5;Sales Channel 2;Infusions;22001.42221
1143;2014;December;Midwest;East North Central;WI;Big Bend;Stefanie Labruyere;S 71 W 23460 National Ave;-88.22;42.91;Sales Channel 2;Sports Drinks;23101.49332
1144;2014;December;Midwest;East North Central;WI;Brillion;Bryon Wortz;Hwy 10 West;-88.1;44.17;Sales Channel 3;Juices;24256.56799
1145;2014;December;Midwest;East North Central;WI;Brown Deer;Demetrius Cornelio;9120 N Green Bay Rd;-87.96;43.18;Sales Channel 1;Softdrinks;25469.39638
1146;2014;December;Midwest;East North Central;WI;Brown Deer;Devora Figueiras;9210 N Green Bay Rd;-87.96;43.19;Sales Channel 1;Infusions;26742.8662
1147;2014;December;Midwest;East North Central;WI;Burlington;Suzan Simunovich;240 E Jefferson St;-88.27;42.68;Sales Channel 2;Sports Drinks;25405.72289
1148;2014;December;Midwest;East North Central;WI;Chilton;Odelia Catlett;1123 E Chestnut St;-88.15;44.02;Sales Channel 2;Softdrinks;26676.00904
1149;2014;December;Midwest;East North Central;WI;Darlington;Cruz Bromley;1310 Galena St;-90.13;42.67;Sales Channel 4;Infusions;28009.80949
1150;2014;December;Midwest;East North Central;WI;De Pere;Latarsha Martignago;1022 Main Ave;-88.09;44.45;Sales Channel 2;Juices;29410.29996
1151;2014;December;Midwest;East North Central;WI;Delafield;Sharon Hildebrant;N211 Wi 83;-88.37;43.05;Sales Channel 1;Infusions;30880.81496
1152;2014;December;Midwest;East North Central;WI;Delavan;Scotty Stelle;1244 E Geneva St;-88.63;42.63;Sales Channel 4;Softdrinks;32424.85571
1153;2014;December;Midwest;East North Central;WI;Dodgeville;Alethea Adon;1101 N Main St;-90.13;42.97;Sales Channel 2;Infusions;34046.0985
1154;2014;December;Midwest;East North Central;WI;Eagle River;Maire Cullity;PO Box 623;-89.25;45.92;Sales Channel 3;Sports Drinks;35748.40342
1155;2014;December;Midwest;East North Central;WI;Eau Claire;Grace Taaffe;6251 Truax Ln;-91.6;44.84;Sales Channel 4;Infusions;37535.82359
1156;2014;December;Midwest;East North Central;WI;Elkhorn;Karren Brechbiel;110 W Market St;-88.54;42.69;Sales Channel 2;Softdrinks;39412.61477
1157;2014;December;Midwest;East North Central;WI;Fond Du Lac;Edelmira Caplinger;770 W Johnson St;-88.47;43.78;Sales Channel 3;Infusions;15636
1158;2014;December;Midwest;East North Central;WI;Fond Du Lac;Krysten Mcgrotha;929 E Johnson St;-88.41;43.78;Sales Channel 2;Sports Drinks;16417.8
1159;2014;December;Midwest;East North Central;WI;Fond Du Lac;Lesley Mateos;699 S Military Rd;-88.47;43.76;Sales Channel 3;Softdrinks;17238.69
1160;2014;December;Midwest;East North Central;WI;Fox Point;Marguerite Boggess;8739 N Port Washington Rd;-87.91;43.18;Sales Channel 2;Softdrinks;18100.6245
1161;2014;December;Midwest;East North Central;WI;Franklin;Willetta Tuplano;7501 W Rawson Ave;-88.01;42.92;Sales Channel 2;Infusions;19005.65573
1162;2014;December;Midwest;East North Central;WI;Fredonia;Trula Feagley;108 Highland Dr;-87.94;43.47;Sales Channel 1;Softdrinks;19955.93851
1163;2014;December;Midwest;East North Central;WI;Glendale;Arnita Dennin;5344 N Port Washington Rd;-87.92;43.11;Sales Channel 1;Infusions;20953.73544
1164;2014;December;Midwest;East North Central;WI;Green Bay;Celestina Retzler;2340 S Oneida St;-88.07;44.49;Sales Channel 3;Softdrinks;22001.42221
1165;2014;December;Midwest;East North Central;WI;Green Bay;Elna Munsinger;1609 S Main St;-87.98;44.5;Sales Channel 1;Juices;23101.49332
1166;2014;December;Midwest;East North Central;WI;Green Bay;Scottie Olivarria;2625 W Mason St;-88.1;44.52;Sales Channel 1;Sports Drinks;24256.56799
1167;2014;December;Midwest;East North Central;WI;Greendale;Doreatha Lichtig;76th and Grange;-88.01;42.95;Sales Channel 1;Infusions;25469.39638
1168;2014;December;Midwest;East North Central;WI;Greenfield;Lessie Weida;4550 S 108th St;-88.05;42.96;Sales Channel 3;Sports Drinks;26742.8662
1169;2014;December;Midwest;East North Central;WI;Greenville;Mariette Delemos;W6308 Levi Dr;-88.51;44.29;Sales Channel 3;Softdrinks;28080.00951
1170;2014;December;Midwest;East North Central;WI;Hales Corners;Brenna Ratz;6000 S 108th St;-88.05;42.94;Sales Channel 1;Infusions;29484.00999
1171;2014;December;Midwest;East North Central;WI;Hartford;Antonio Meininger;1450 E Sumner St;-88.35;43.32;Sales Channel 2;Sports Drinks;30958.21049
1172;2014;December;Midwest;East North Central;WI;Hayward;Young Pata;207 S Dakota Ave;-91.48;46.01;Sales Channel 3;Sports Drinks;32506.12101
1173;2014;December;Midwest;East North Central;WI;Holmen;Kanisha Mova;3924 Circle Dr;-91.24;43.92;Sales Channel 4;Sports Drinks;15636
1174;2014;December;Midwest;East North Central;WI;Hudson;Else Ruther;2411 Crest View Dr;-92.72;44.96;Sales Channel 4;Juices;16417.8
1175;2014;December;Midwest;East North Central;WI;Jackson;Kittie Stearne;N 168 W 22225 Main St;-88.18;43.32;Sales Channel 4;Juices;17238.69
1176;2014;December;Midwest;East North Central;WI;Janesville;Bryan Catrambone;1951 Center Ave;-89.03;42.65;Sales Channel 4;Infusions;18100.6245
1177;2014;December;Midwest;East North Central;WI;Janesville;Leonie Batistich;2610 W Court St;-89.05;42.68;Sales Channel 4;Softdrinks;19005.65573
1178;2014;December;Midwest;East North Central;WI;Janesville;Sulema Leisten;1622 Milton Ave;-89.01;42.7;Sales Channel 4;Infusions;19955.93851
1179;2014;December;Midwest;East North Central;WI;Kenosha;Cassie Thedford;3711 57th Ave;-87.85;42.58;Sales Channel 1;Softdrinks;20953.73544
